RULES & ADMINISTRATION RULES & ADMINISTRATION S.RES. 64B(113TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,58
JUDICIARY JUDICIARY - S.RES. 81D (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,3
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,992
SENATOR MARK KIRK Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,816
SENATOR WILLIAM COWAN Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,384
SPECIAL COMMITTEE ON AGING SPECIAL COM ON AGING S.RES. 81C (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,4
SENATOR CHRIS MURPHY Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,483
"MINORITY LEADER (R) Funding Year 2012 EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",2
SENATOR JAMES E. RISCH Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,638
SENATOR MARK UDALL (CO) Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,841
SENATOR RICHARD C. SHELBY Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,302
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES Funding Year 2010 OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES,2
RESOLUTION & REORGANIZATION RESERVE Funding Year 1315 MISCELLANEOUS ITEMS,416
SENATOR JIM WEBB Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,343
"BANKING, HOUSING & URBAN AFFAIRS BANKING,HOUSING &URBDEV S.RES.73D(111TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",5
SENATOR JEFF MERKLEY Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,554
ETHICS COMMITTEE ON ETHICS - FY 2013 EXPENSES OF INQUIRIES AND INVESTIGATIONS,38
SENATOR DAVID VITTER Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,892
SENATOR ROGER WICKER Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,653
SENATOR EDWARD KAUFMAN Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1
SENATE HAIR CARE Funding Year X SENATE HAIR CARE SERVICES REVOLVING FUND,55
SENATOR SAXBY CHAMBLISS Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1934
FINANCE FINANCE - S.RES. 73D (111TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,7
SENATOR BEN NELSON Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,589
VETERANS' AFFAIRS VETERANS' AFFAIRS - S.RES. 81C (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,9
SENATOR RICHARD G. LUGAR Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,599
"SECRETARY FOR THE MAJORITY (D) Funding Year 2011 SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",1
SENATOR MARK UDALL (CO) Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,575
SENATOR MARCO RUBIO Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,994
SENATOR KENT CONRAD Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,291
SENATOR ROGER WICKER Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,479
SENATOR KAY BAILEY HUTCHISON Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,252
SENATOR FRANK R. LAUTENBERG Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,602
SENATOR KAY BAILEY HUTCHISON Funding Year 2009 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1
SENATOR AMY KLOBUCHAR Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1122
LEGISLATIVE COUNSEL Funding Year 2012 LEGISLATIVE COUNSEL,95
"COMMERCE, SCIENCE & TRANSPORTATION COMMERCE, SCI & TRANS S.RES. 81D (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED",63
RULES & ADMINISTRATION RULES & ADMINISTRATION S.RES. 73D(111TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,2
SMALL BUSINESS AND ENTREPRENEURSHIP SMALL BUS & ENTREP.- S.RES. 81C (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,344
DO DOCUM ENT NO CUME DA DATTE PAY PA YEE NA NAME POST POSTED ED,66
SENATOR MARCO RUBIO Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,800
SENATOR BOB CORKER Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1
SENATOR ELIZABETH WARREN Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,327
MINORITY WHIP (R) Funding Year 2011 MISCELLANEOUS ITEMS,10
VETERANS' AFFAIRS VETERANS' AFFAIRS - S.RES. 81C (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,157
SENATOR BEN NELSON Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,199
ENERGY & NATURAL RESOURCES ENERGY & NATURAL S.RES. 81C (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,200
FOREIGN RELATIONS FOREIGN RELATIONS - S.RES. 89D (110TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,1
"OFFICE OF THE VICE PRESIDENT (D) - BIDEN Funding Year 2013 EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",1
"MAJORITY POLICY COMMITTEE (D) Funding Year 2013 SALARIES, OFFICERS AND EMPLOYEES, SENATE",50
"MAJORITY POLICY COMMITTEE (D) Funding Year 2012 SALARIES, OFFICERS AND EMPLOYEES, SENATE",49
MINORITY POLICY COMMITTEE (R) Funding Year 2010 MISCELLANEOUS ITEMS,3
SENATOR MICHAEL BENNET Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,903
SENATOR RICHARD G. LUGAR Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,6
SPECIAL COMMITTEE ON AGING SPECIAL COM ON AGING S.RES. 81D (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,21
SENATOR RAND PAUL Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1784
"DETAILED COM CO MPENSAT PENSATIION OF EMB OF MEM B ERS UNDING FUNDING YEAR 20 2011 CO COMMPENSAT PENSATIION OF EMB OF MEM B ERS, SENAT SENATE E DOCUM DO CUME ENT NO DAT DA TE POST POSTED ED",18
"SECRETARY, MAJORITY CONFERENCE COMM (D) Funding Year 2013 SALARIES, OFFICERS AND EMPLOYEES, SENATE",8
BUDGET BUDGET - S.RES. 73D (111TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,7
"CHAPLAIN Funding Year 2011 SALARIES, OFFICERS AND EMPLOYEES, SENATE",4
BUDGET BUDGET - S.RES. 81C (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,225
SENATOR MICHAEL BENNET Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,524
SENATOR TOM COBURN Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,917
SENATOR BOB CORKER Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1265
SENATOR MARCO RUBIO Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,547
INDIAN AFFAIRS INDIAN AFFAIRS - S.RES. 81B (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,181
SENATOR KIRSTEN GILLIBRAND Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,42
"SECRETARY FOR THE MINORITY (R) Funding Year 2013 SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",2
BUDGET BUDGET - S.RES. 81B (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,9
SENATOR JIM DEMINT Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,483
"MINORITY POLICY COMMITTEE (R) Funding Year 2013 SALARIES, OFFICERS AND EMPLOYEES, SENATE",38
ETHICS COMMITTEE ON ETHICS - FY 2011 EXPENSES OF INQUIRIES AND INVESTIGATIONS,69
"SGT @ ARMS - CAPITOL DIVISION Funding Year 2012 SALARIES, OFFICERS AND EMPLOYEES, SENATE",728
"SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 2011 SALARIES, OFFICERS AND EMPLOYEES, SENATE",144
MAJORITY POLICY COMMITTEE (D) Funding Year 1214 MISCELLANEOUS ITEMS,56
SENATOR THAD COCHRAN Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,716
SENATOR DEAN HELLER Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,279
SENATOR SHERROD BROWN Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1263
FINANCE FINANCE - S.RES. 81D (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,76
"SGT @ ARMS - CAPITOL DIVISION Funding Year 2011 SALARIES, OFFICERS AND EMPLOYEES, SENATE",440
FINANCE FINANCE - S.RES. 64B (113TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,312
SENATOR AMY KLOBUCHAR Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,2
SGT @ ARMS - IT SUPPORT SERVICES Funding Year 1317 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1516
SENATOR JOSEPH I. LIEBERMAN Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,141
"SECRETARY FOR THE MAJORITY (D) Funding Year 2011 SALARIES, OFFICERS AND EMPLOYEES, SENATE",12
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES Funding Year 2011 OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES,59
SENATOR PATRICK J. LEAHY Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,370
SENATOR THAD COCHRAN Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,633
APPROPRIATIONS Funding Year 1214 MISCELLANEOUS ITEMS,154
SENATOR MICHAEL D. CRAPO Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,449
INTELLIGENCE SELECT COM ON INTEL - S.RES. 81B (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,3
SENATOR HERBERT H. KOHL Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,927
SENATOR BERNARD SANDERS Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,619
ENVIRONMENT & PUBLIC WORKS ENVIRONMENT & PUB WORKS S.RES.81B(112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,6
SPECIAL COMMITTEE ON AGING SPECIAL COM ON AGING S.RES. 81B (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,106
SENATOR RICHARD G. LUGAR Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,75
MAJORITY POLICY COMMITTEE (D) Funding Year 2011 MISCELLANEOUS ITEMS,43
SENATOR JAMES E. RISCH Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,662
JUDICIARY JUDICIARY - S.RES. 81C (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,22
FOREIGN RELATIONS FOREIGN RELATIONS - S.RES. 73D (111TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,8
HEALTH & PROMOTION Funding Year X SENATE HEALTH PROMOTION REVOLVING FUND,42
SENATOR THOMAS R. CARPER Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,749
SENATOR JAMES M. INHOFE Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1
SENATOR DEBBIE A. STABENOW Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,489
SECRETARY OF THE SENATE - (LIS PROJECT) Funding Year X SECRETARY OF THE SENATE,2
SENATOR DEAN HELLER Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,336
MINORITY CONFERENCE COMMITTEE (R) Funding Year 2011 MISCELLANEOUS ITEMS,39
SENATE CHILD CARE CENTER Funding Year 2011 MISCELLANEOUS ITEMS,32
RESERVE FOR CONTINGENCIES Funding Year 1315 MISCELLANEOUS ITEMS,24
SENATOR TIM JOHNSON Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,652
SENATOR HERBERT H. KOHL Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,108
SENATOR THAD COCHRAN Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,453
"SGT @ ARMS - IT SUPPORT SERVICES Funding Year 2011 SALARIES, OFFICERS AND EMPLOYEES, SENATE",113
SENATOR DIANNE FEINSTEIN Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,2
SENATOR DANIEL K. INOUYE Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,4
"SECRETARY OF THE SENATE - ADMINISTRATIVE SERV. Funding Year 2012 SALARIES, OFFICERS AND EMPLOYEES, SENATE",335
SENATOR CHARLES E. GRASSLEY Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,534
JUDICIARY JUDICIARY - S.RES. 81C (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,485
SENATOR ROBERT MENENDEZ Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,288
"COMMERCE, SCIENCE & TRANSPORTATION COMMERCE, SCI & TRANS S.RES. 81C (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",8
SENATOR PATRICK J. LEAHY Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,643
SENATOR AMY KLOBUCHAR Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1013
ENVIRONMENT & PUBLIC WORKS ENVIRONMENT & PUB WORKS S.RES. 81C (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,17
SENATOR RAND PAUL Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,996
SENATOR DAVID VITTER Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,608
SENATOR JOHN MCCAIN Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,208
SENATOR MIKE JOHANNS Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,539
ENERGY & NATURAL RESOURCES ENERGY & NATURAL S.RES. 64B (113TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,179
SENATOR TIM JOHNSON Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,516
SENATOR KIRSTEN GILLIBRAND Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1294
"HEALTH, EDUCATION, LABOR, AND PENSIONS HEALTH, EDU,LABOR&PENS S.RES. 73D(111TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",13
SENATOR MARK KIRK Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,865
SENATOR KENT CONRAD Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,101
INTELLIGENCE SELECT COM ON INTEL - S.RES. 64B (113TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,104
"CHAIRMAN MINORITY CONFERENCE COMMITTEE (R) Funding Year 2011 EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",1
SENATOR JAMES M. INHOFE Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1116
LEGISLATIVE COUNSEL Funding Year 2011 LEGISLATIVE COUNSEL,64
SENATOR MARK UDALL (CO) Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,728
SENATOR KENT CONRAD Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,435
SGT @ ARMS - IT SUPPORT SERVICES Funding Year 0913 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,1027
"SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES Funding Year 2012 SALARIES, OFFICERS AND EMPLOYEES, SENATE",281
SENATOR BENJAMIN L CARDIN Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,137
FINANCE FINANCE - S.RES. 81C (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,488
SENATOR HARRY REID Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,473
SENATOR SHELDON WHITEHOUSE Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,722
SENATOR TIM JOHNSON Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,10
SENATOR JOHN CORNYN Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,2
SENATOR THOMAS R. CARPER Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,3
SGT @ ARMS - CENTRAL OPERATIONS Funding Year 1115 SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,743
SENATOR LAMAR ALEXANDER Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,616
SENATOR MAX BAUCUS Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,652
HOMELAND SECURITY & GOVERNMENTAL AFFAIRS HOMELAND SEC.& GOV AFF. 81B (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,407
SENATOR JOHNNY ISAKSON Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1517
DANIEL WEBSTER SENATE PAGE RESIDENCE Funding Year X DANIEL WEBSTER SENATE PAGE RESIDENCE REVOLVING FUND,97
RULES & ADMINISTRATION RULES & ADMINISTRATION S.RES. 81B(112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,60
SENATOR MARY L. LANDRIEU Funding Year 2009 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1
SENATOR MICHAEL BENNET Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,782
MINORITY WHIP (R) Funding Year 2013 MISCELLANEOUS ITEMS,2
SENATOR MIKE LEE Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,575
SENATOR DANIEL K. INOUYE Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,69
SENATOR JAMES M. INHOFE Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,810
SENATOR MARY L. LANDRIEU Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,681
SENATOR LINDSEY GRAHAM Funding Year 2009 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1
INDIAN AFFAIRS INDIAN AFFAIRS - S.RES. 81B (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,1
SENATOR RICHARD BURR Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,386
"MINORITY LEADER (R) Funding Year 2013 EXP. ALLOWANCES OF THE VICE PRES., PRES. PRO TEMPORE, MAJ AND MIN LEADERS AND MAJ AND MIN WHIPS AND CHAIRMEN OF THE MAJ AND MIN CONFERENCE AND POLICY COMMITTEES, SENATE",1
"BANKING, HOUSING & URBAN AFFAIRS BANKING, HOUSING &URBDEV S.RES. 64B (113TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED",196
"HEALTH, EDUCATION, LABOR, AND PENSIONS HEALTH, EDU,LABOR&PENS S.RES. 81C (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",1
SENATOR JEANNE SHAHEEN Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,600
FINANCE FINANCE - S.RES. 73D (111TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS DOCUMENT NO. DATE POSTED,22
SENATOR ROY BLUNT Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,1396
MINORITY LEADER (R) Funding Year 2013 MISCELLANEOUS ITEMS,24
SENATOR JOHNNY ISAKSON Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,2043
SENATOR MICHAEL D. CRAPO Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,414
SMALL BUSINESS AND ENTREPRENEURSHIP SMALL BUS & ENTREP.- S.RES. 73D (111TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,9
SENATOR RON WYDEN Funding Year 2009 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,2
APPROPRIATIONS Funding Year 2009 MISCELLANEOUS ITEMS,2
SENATOR MARK BEGICH Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,555
SENATOR MICHAEL B. ENZI Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,622
SENATOR KAY BAILEY HUTCHISON Funding Year 2010 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,4
"APPROPRIATIONS Funding Year 2012 SALARIES, OFFICERS AND EMPLOYEES, SENATE",209
FOREIGN RELATIONS FOREIGN RELATIONS - S.RES. 73C (111TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,12
CAUCUS - INTERNATIONAL NARCOTICS CONTROL Funding Year 2013 U.S. SENATE CAUCUS ON INTERNATIONAL NARCOTICS CONTROL,18
SENATOR BEN NELSON Funding Year 2012 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,813
SENATOR ROB PORTMAN Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,969
"BANKING, HOUSING & URBAN AFFAIRS BANKING, HOUSING &URBDEV S.RES. 81D (112TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",2
"SENATOR ROBERT CASEY, JR. Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT",652
SENATOR RON WYDEN Funding Year 2011 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,657
SENATOR RICHARD J. DURBIN Funding Year 2013 SENATORS OFFICIAL PERSONNEL AND OFFICE EXPENSE ACCOUNT,848
JOINT ECONOMIC COMMITTEE Funding Year 2011 JOINT ECONOMIC COMMITTEE,72
